"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Joshua"|"012"|"017"|"The king of Tappuah, one; the king of Hepher, one;"
"Joshua"|"012"|"018"|"The king of Aphek, one; the king of Lasharon, one;"
"Joshua"|"012"|"019"|"The king of Madon, one; the king of Hazor, one;"
"Joshua"|"012"|"020"|"The king of Shimron-meron, one; the king of Achshaph, one;"
"Joshua"|"012"|"021"|"The king of Taanach, one; the king of Megiddo, one;"
"Joshua"|"012"|"022"|"The king of Kedesh, one; the king of Jokneam of Carmel, one;"
"Joshua"|"012"|"023"|"The king of Dor in the border of Dor, one; the king of the nations of Gilgal, one;"
"Joshua"|"012"|"024"|"The king of Tirzah, one: all the kings thirty and one."
"Joshua"|"013"|"001"|"Now Joshua was old and advanced in years; and the LORD said to him Thou art old and advanced in years, and there remaineth yet very much land to be possessed."
"Joshua"|"013"|"002"|"This is the land that yet remaineth: all the borders of the Philistines, and all Geshuri,"
"Joshua"|"013"|"003"|"From Sihor, which is before Egypt, even to the borders of Ekron northward, which is counted to the Canaanite: five lords of the Philistines; the Gazathites, and the Ashdothites, the Eshkalonites, the Gittites, and the Ekronites; also the Avites:"
"Joshua"|"013"|"004"|"From the south all the land of the Canaanites, and Mearah that is beside the Sidonians, to Aphek to the borders of the Amorites:"
"Joshua"|"013"|"005"|"And the land of the Giblites, and all Lebanon towards the sun-rising, from Baal-gad under mount Hermon to the entering into Hamath."
"Joshua"|"013"|"006"|"And the inhabitants of the hill-country from Lebanon to Misrephoth-maim, and all the Sidonians, them will I drive out from before the children of Israel: only divide thou it by lot to the Israelites for an inheritance, as I have commanded thee."
"Joshua"|"013"|"007"|"Now therefore divide this land for an inheritance to the nine tribes, and the half tribe of Manasseh,"
"Joshua"|"013"|"008"|"With whom the Reubenites and the Gadites have received their inheritance, which Moses gave them, beyond Jordan eastward, even as Moses the servant of the LORD gave them."
"Joshua"|"013"|"009"|"From Aroer that is upon the bank of the river Arnon, and the city that is in the midst of the river, and all the plain of Medeba to Dibon;"
"Joshua"|"013"|"010"|"And all the cities of Sihon king of the Amorites, who reigned in Heshbon, to the border of the children of Ammon;"
"Joshua"|"013"|"011"|"And Gilead, and the border of the Geshurites and Maachathites, and all mount Hermon, and all Bashan to Salcah;"
"Joshua"|"013"|"012"|"All the kingdom of Og in Bashan, who reigned in Ashtaroth and in Edrei, who remained of the remnant of the giants. For these did Moses smite, and cast them out."
"Joshua"|"013"|"013"|"Nevertheless, the children of Israel expelled not the Geshurites, nor the Maachathites: but the Geshurites and the Maachathites dwell among the Israelites until this day."
"Joshua"|"013"|"014"|"Only to the tribe of Levi he gave no inheritance; the sacrifices of the LORD God of Israel made by fire are their inheritance, as he said to them."
"Joshua"|"013"|"015"|"And Moses gave to the tribe of the children of Reuben inheritance according to their families."
"Joshua"|"013"|"016"|"And their border was from Aroer that is on the bank of the river Arnon, and the city that is in the midst of the river, and all the plain by Medeba;"
"Joshua"|"013"|"017"|"Heshbon, and all her cities that are in the plain; Dibon, and Bamoth-baal, and Beth-baal-meon,"
"Joshua"|"013"|"018"|"And Jahaza, and Kedemoth, and Mephaath,"
"Joshua"|"013"|"019"|"And Kirjathaim, and Sibmah, and Zareth-shahar in the mount of the valley,"
"Joshua"|"013"|"020"|"And Beth-peor, and Ashdoth-pisgah, and Beth-jeshimoth,"
"Joshua"|"013"|"021"|"And all the cities of the plain, and all the kingdom of Sihon king of the Amorites, who reigned in Heshbon, whom Moses smote with the princes of Midian, Evi, and Rekem, and Zur, and Hur, and Reba, dukes of Sihon, dwelling in the country."
"Joshua"|"013"|"022"|"Balaam also the son of Beor, the sooth-sayer, did the children of Israel slay with the sword, among them that were slain by them."
"Joshua"|"013"|"023"|"And the border of the children of Reuben was Jordan, and its border. This was the inheritance of the children of Reuben after their families, the cities and their villages."
"Joshua"|"013"|"024"|"And Moses gave inheritance to the tribe of Gad, even to the children of Gad according to their families."
"Joshua"|"013"|"025"|"And their border was Jazer, and all the cities of Gilead, and half the land of the children of Ammon, to Aroer that is before Rabbah;"
"Joshua"|"013"|"026"|"And from Heshbon to Ramath-mizpeh, and Betonim; and from Mahanaim to the border of Debir;"
"Joshua"|"013"|"027"|"And in the valley, Beth-aram, and Beth-nimrah, and Succoth, and Zaphon, the rest of the kingdom of Sihon king of Heshbon, Jordan and its border, even to the edge of the sea of Cinneroth, on the other side of Jordan eastward."
"Joshua"|"013"|"028"|"This is the inheritance of the children of Gad after their families, the cities, and their villages."
"Joshua"|"013"|"029"|"And Moses gave inheritance to the half-tribe of Manasseh: and this was the possession of the half-tribe of the children of Manasseh by their families."
"Joshua"|"013"|"030"|"And their border was from Mahanaim, all Bashan, all the kingdom of Og king of Bashan, and all the towns of Jair, which are in Bashan, sixty cities:"
"Joshua"|"013"|"031"|"And half Gilead, and Ashtaroth, and Edrei, cities of the kingdom of Og in Bashan, were pertaining to the children of Machir the son of Manasseh, even to the one half of the children of Machir by their families."
"Joshua"|"013"|"032"|"These are the countries which Moses distributed for inheritance in the plains of Moab, on the other side of Jordan by Jericho eastward."
"Joshua"|"013"|"033"|"But to the tribe of Levi Moses gave not any inheritance: the LORD God of Israel was their inheritance, as he said to them."
"Joshua"|"014"|"001"|"And these are the countries which the children of Israel inherited in the land of Canaan, which Eleazar the priest, and Joshua the son of Nun, and the heads of the fathers of the tribes of the children of Israel distributed for inheritance to them."
"Joshua"|"014"|"002"|"By lot was their inheritance, as the LORD commanded by the hand of Moses, for the nine tribes, and for the half-tribe."
"Joshua"|"014"|"003"|"For Moses had given the inheritance of two tribes and a half-tribe on the other side of Jordan: but to the Levites he gave no inheritance among them."
"Joshua"|"014"|"004"|"For the children of Joseph were two tribes, Manasseh and Ephraim: therefore they gave no part to the Levites in the land, save cities to dwell in, with their suburbs for their cattle, and for their substance."
"Joshua"|"014"|"005"|"As the LORD commanded Moses, so the children of Israel did, and they divided the land."
"Joshua"|"014"|"006"|"Then the children of Judah came to Joshua in Gilgal: and Caleb the son of Jephunneh the Kenezite said to him, Thou knowest the thing that the LORD said to Moses the man of God concerning me and thee in Kadesh-barnea."
"Joshua"|"014"|"007"|"Forty years old was I when Moses the servant of the LORD sent me from Kadesh-barnea to explore the land; and I brought him word again as it was in my heart."
"Joshua"|"014"|"008"|"Nevertheless, my brethren that went up with me made the heart of the people melt: but I wholly followed the LORD my God."
"Joshua"|"014"|"009"|"And Moses swore on that day, saying, Surely the land on which thy feet have trodden shall be thy inheritance, and thy children's for ever; because thou hast wholly followed the LORD my God."
"Joshua"|"014"|"010"|"And now, behold, the LORD hath kept me alive, as he said, these forty and five years, even since the LORD spoke this word to Moses, while the children of Israel wandered in the wilderness: and now, lo, I am this day eighty five years old."
"Joshua"|"014"|"011"|"As yet I am as strong this day, as I was in the day that Moses sent me: as my strength was then, even so is my strength now, for war, both to go out, and to come in."
"Joshua"|"014"|"012"|"Now therefore give me this mountain, of which the LORD spoke in that day; for thou heardest in that day how the Anakims were there, and that the cities were great and fortified: if the LORD will be with me, then I shall be able to drive them out, as the LORD said."
"Joshua"|"014"|"013"|"And Joshua blessed him, and gave to Caleb the son of Jephunneh Hebron for an inheritance."
"Joshua"|"014"|"014"|"Hebron therefore became the inheritance of Caleb the son of Jephunneh the Kenezite to this day; because that he wholly followed the LORD God of Israel."
"Joshua"|"014"|"015"|"And the name of Hebron before was Kirjath-arba; which Arba was a great man among the Anakims. And the land had rest from war."
"Joshua"|"015"|"001"|"This then was the lot of the tribe of the children of Judah by their families; even to the border of Edom, the wilderness of Zin southward was the uttermost part of the south border."
"Joshua"|"015"|"002"|"And their south border was from the shore of the salt-sea, from the bay that looketh southward:"
"Joshua"|"015"|"003"|"And it went out to the south side to Maaleh-acrabbim, and passed along to Zin, and ascended on the south side to Kadesh-barnea, and passed along to Hezron, and went up to Adar, and fetched a compass to Karkaa:"
"Joshua"|"015"|"004"|"From thence it passed towards Azmon, and went out to the river of Egypt; and the limits of that border were at the sea: this shall be your south limit."
"Joshua"|"015"|"005"|"And the east border was the salt-sea, even to the end of Jordan: and their border in the north quarter was from the bay of the sea, at the uttermost part of Jordan:"
"Joshua"|"015"|"006"|"And the border went up to Beth-hogla, and passed along by the north of Beth-arabah; and the border went up to the stone of Bohan the son of Reuben:"
"Joshua"|"015"|"007"|"And the border went up towards Debir from the valley of Achor, and so northward looking towards Gilgal, that is before the going up to Adummim, which is on the south side of the river: and the border passed towards the waters of En-shemesh, and the borders of it were at En-rogel:"
"Joshua"|"015"|"008"|"And the border went up by the valley of the son of Hinnom, to the south side of the Jebusite; the same is Jerusalem: and the border went up to the top of the mountain that lieth before the valley of Hinnom westward, which is at the end of the valley of the giants northward:"
"Joshua"|"015"|"009"|"And the border was drawn from the top of the hill to the fountain of the water of Nephtoah, and went out to the cities of mount Ephron; and the border was drawn to Baalah, which is Kirjath-jearim:"
"Joshua"|"015"|"010"|"And the border compassed from Baalah westward to mount Seir, and passed along to the side of mount Jearim (which is Chesalon) on the north side, and went down to Beth-shemesh, and passed on to Timnah:"
"Joshua"|"015"|"011"|"And the border went out to the side of Ekron northward: and the border was drawn to Shicron, and passed along to mount Baalah, and went out to Jabneel; and the terminations of the border were at the sea."
"Joshua"|"015"|"012"|"And the west border was to the great sea, and its coast: this is the border of the children of Judah round about, according to their families."
"Joshua"|"015"|"013"|"And to Caleb the son of Jephunneh he gave a part among the children of Judah, according to the commandment of the LORD to Joshua, even the city of Arba the father of Anak, which city is Hebron."
"Joshua"|"015"|"014"|"And Caleb drove thence the three sons of Anak, Sheshai, and Ahiman, and Talmai, the children of Anak."
"Joshua"|"015"|"015"|"And he went up thence to the inhabitants of Debir: and the name of Debir before was Kirjath-sepher."
"Joshua"|"015"|"016"|"And Caleb said, He that smiteth Kirjath-sepher, and taketh it, to him will I give Achsah my daughter for a wife."
"Joshua"|"015"|"017"|"And Othniel the son of Kenaz, the brother of Caleb, took it: and he gave him Achsah his daughter for a wife."
"Joshua"|"015"|"018"|"And it came to pass, as she came to him, that she moved him to ask of her father a field. And she lighted off her ass; and Caleb said to her, What wouldst thou?"
"Joshua"|"015"|"019"|"Who answered, Give me a blessing; for thou hast given me a south land, give me also springs of water. And he gave her the upper springs, and the nether springs."
"Joshua"|"015"|"020"|"This is the inheritance of the tribe of the children of Judah according to their families."
"Joshua"|"015"|"021"|"And the uttermost cities of the tribe of the children of Judah towards the border of Edom southward were Kabzeel, and Eder, and Jagur,"
"Joshua"|"015"|"022"|"And Kinah, and Dimonah, and Adadah,"
"Joshua"|"015"|"023"|"And Kedesh, and Hazor, and Ithnan,"
"Joshua"|"015"|"024"|"Ziph, and Telem, and Bealoth,"
"Joshua"|"015"|"025"|"And Hazor, Hadattah, and Kerioth, and Hezron, which is Hazor,"
"Joshua"|"015"|"026"|"Aman, and Shema, and Moladah,"
"Joshua"|"015"|"027"|"And Hazar-gaddah, and Heshmon, and Beth-palet,"
"Joshua"|"015"|"028"|"And Hazar-shual, and Beer-sheba, and Bizjothjah,"
"Joshua"|"015"|"029"|"Baalah, and Iim, and Azem,"
"Joshua"|"015"|"030"|"And Eltolad, and Chesil, and Hormah,"
"Joshua"|"015"|"031"|"And Ziglag, and Madmannah, and Sansannah,"
"Joshua"|"015"|"032"|"And Lebaoth, and Shilhim, and Ain, and Rimmon: all the cities are twenty and nine, with their villages:"
"Joshua"|"015"|"033"|"And in the valley, Eshtaol, and Zoreah, and Ashnah,"
"Joshua"|"015"|"034"|"And Zanoah, and En-gannim, Tappuah, and Enam,"
"Joshua"|"015"|"035"|"Jarmuth, and Adullam, Socoh, and Azekah,"
"Joshua"|"015"|"036"|"And Sharaim, and Adithaim, and Gederah, and Gederothaim; fourteen cities with their villages:"
"Joshua"|"015"|"037"|"Zenan, and Hadashah, and Migdalgad,"
"Joshua"|"015"|"038"|"And Dilean, and Mizpeh, and Joktheel,"
"Joshua"|"015"|"039"|"Lachish, and Bozkath, and Eglon,"
"Joshua"|"015"|"040"|"And Cabbon, and Lahman, and Kithlish,"
"Joshua"|"015"|"041"|"And Gederoth, Beth-dagon, and Naamah, and Makkedah; sixteen cities with their villages:"
"Joshua"|"015"|"042"|"Libnah, and Ether, and Ashan,"
"Joshua"|"015"|"043"|"And Jiphtah, and Ashnah, and Nezib,"
"Joshua"|"015"|"044"|"And Keilah, and Achzib, and Mareshah; nine cities with their villages:"
"Joshua"|"015"|"045"|"Ekron, with her towns and her villages:"
"Joshua"|"015"|"046"|"From Ekron even to the sea, all that lay near Ashdod, with their villages:"
"Joshua"|"015"|"047"|"Ashdod, with her towns and her villages; Gaza, with her towns and her villages, to the river of Egypt, and the great sea, and its border:"
"Joshua"|"015"|"048"|"And in the mountains, Shamir, and Jattir, and Socoh,"
"Joshua"|"015"|"049"|"And Dannah, and Kirjath-sannah, which is Debir,"
"Joshua"|"015"|"050"|"And Anab, and Eshtemoh, and Anim,"
"Joshua"|"015"|"051"|"And Goshen, and Holon, and Giloh: eleven cities with their villages:"
"Joshua"|"015"|"052"|"Arab, and Dumah, and Eshean,"
"Joshua"|"015"|"053"|"And Janum, and Beth-tappuah, and Aphekah,"
"Joshua"|"015"|"054"|"And Humtah, and Kirjath-arba (which is Hebron) and Zior; nine cities with their villages:"
"Joshua"|"015"|"055"|"Maon, Carmel, and Ziph, and Juttah,"
"Joshua"|"015"|"056"|"And Jezreel, and Jokdeam, and Zanoah,"
"Joshua"|"015"|"057"|"Cain, Gibeah, and Timnah; ten cities with their villages:"
"Joshua"|"015"|"058"|"Halhul, Beth-zur, and Gedor,"
"Joshua"|"015"|"059"|"And Maarath, and Beth-anoth, and Eltekon; six cities with their villages:"
"Joshua"|"015"|"060"|"Kirjath-baal (which is Kirjath-jearim) and Rabbah; two cities with their villages:"
"Joshua"|"015"|"061"|"In the wilderness, Beth-arabah, Middin, and Secacah,"
"Joshua"|"015"|"062"|"And Nibshan, and the city of Salt, and En-gedi; six cities with their villages."
"Joshua"|"015"|"063"|"As for the Jebusites, the inhabitants of Jerusalem, the children of Judah could not expel them: but the Jebusites dwell with the children of Judah at Jerusalem to this day."
"Joshua"|"016"|"001"|"And the lot of the children of Joseph fell from Jordan by Jericho, to the water of Jericho on the east, to the wilderness that goeth up from Jericho throughout mount Beth-el,"
"Joshua"|"016"|"002"|"And goeth out from Beth-el to Luz, and passeth along to the borders of Archi to Ataroth,"
"Joshua"|"016"|"003"|"And goeth down westward to the border of Japhleti, to the border of Beth-horon the nether, and to Gezer: and the limits of it are at the sea."
"Joshua"|"016"|"004"|"So the children of Joseph, Manasseh and Ephraim, took their inheritance."
"Joshua"|"016"|"005"|"And the border of the children of Ephraim according to their families was thus: even the border of their inheritance on the east side was Ataroth-adar, to Beth-horon the upper:"
"Joshua"|"016"|"006"|"And the border went out towards the sea to Michmethah on the north side; and the border went about eastward to Taanath-shiloh, and passed by it on the east to Janohah;"
"Joshua"|"016"|"007"|"And it went down from Janohah to Ataroth, and to Naarath, and came to Jericho, and terminated at Jordan."
"Joshua"|"016"|"008"|"The border went out from Tappuah westward to the river Kanah; and the limits of it were at the sea. This is the inheritance of the tribe of the children of Ephraim by their families."
"Joshua"|"016"|"009"|"And the separate cities for the children of Ephraim were among the inheritance of the children of Manasseh, all the cities with their villages."
"Joshua"|"016"|"010"|"And they did not expel the Canaanites that dwelt in Gezer: but the Canaanites dwell among the Ephraimites to this day, and serve under tribute."
"Joshua"|"017"|"001"|"There was also a lot for the tribe of Manasseh; for he was the first-born of Joseph; to wit, for Machir the first-born of Manasseh, the father of Gilead: because he was a man of war, therefore he had Gilead and Bashan."
"Joshua"|"017"|"002"|"There was also a lot for the rest of the children of Manasseh by their families; for the children of Abiezer, and for the children of Helek, and for the children of Asriel, and for the children of Shechem, and for the children of Hepher, and for the children of Shemida: these were the male children of Manasseh the son of Joseph by their families."
"Joshua"|"017"|"003"|"But Zelophehad, the son of Hepher, the son of Gilead, the son of Machir, the son of Manasseh, had no sons, but daughters: and these are the names of his daughters, Mahlah, and Noah, Hoglah, Milcah, and Tirzah."
"Joshua"|"017"|"004"|"And they came near before Eleazar the priest, and before Joshua the son of Nun, and before the princes, saying, The LORD commanded Moses to give us an inheritance among our brethren: therefore according to the commandment of the LORD he gave them an inheritance among the brethren of their father."
"Joshua"|"017"|"005"|"And there fell ten portions to Manasseh, besides the land of Gilead and Bashan, which were on the other side of Jordan;"
"Joshua"|"017"|"006"|"Because the daughters of Manasseh had an inheritance among his sons: and the rest of Manasseh's sons had the land of Gilead."
"Joshua"|"017"|"007"|"And the border of Manasseh was from Asher to Michmethah, that lieth before Shechem; and the border went along on the right hand to the inhabitants of En-tappuah."
"Joshua"|"017"|"008"|"Now Manasseh had the land of Tappuah: but Tappuah on the border of Manasseh belonged to the children of Ephraim;"
"Joshua"|"017"|"009"|"And the border descended to the river Kanah, southward of the river. These cities of Ephraim are among the cities of Manasseh: the border of Manasseh also was on the north side of the river, and the limits of it were at the sea:"
"Joshua"|"017"|"010"|"Southward it was Ephraim's, and northward it was Manasseh's, and the sea is his border; and they met together in Asher on the north, and in Issachar on the east."
"Joshua"|"017"|"011"|"And Manasseh had in Issachar and in Asher Beth-shean and its towns, and Ibleam and its towns, and the inhabitants of Dor and its towns, and the inhabitants of En-dor and its towns, and the inhabitants of Tanach and its towns, and the inhabitants of Megiddo and its towns, even three countries."
"Joshua"|"017"|"012"|"Yet the children of Manasseh could not expel the inhabitants of those cities; but the Canaanites would dwell in that land."
"Joshua"|"017"|"013"|"Yet it came to pass, when the children of Israel had become strong, that they subjected the Canaanites to tribute; but did not utterly expel them."
"Joshua"|"017"|"014"|"And the children of Joseph spoke to Joshua, saying, Why hast thou given me but one lot and one portion to inherit, seeing I am a great people, forasmuch as the LORD hath hitherto blessed me?"
"Joshua"|"017"|"015"|"And Joshua answered them, If thou art a great people, then go up to the wood, and cut down for thyself there in the land of the Perizzites and of the giants, if mount Ephraim is too narrow for thee."
"Joshua"|"017"|"016"|"And the children of Joseph said, The hill is not enough for us: and all the Canaanites that dwell in the land of the valley have chariots of iron, both they who are of Beth-shean and its towns, and they who are of the valley of Jezreel."
"Joshua"|"017"|"017"|"And Joshua spoke to the house of Joseph, even to Ephraim and to Manasseh, saying, Thou art a great people, and hast great power: thou shalt not have one lot only:"
"Joshua"|"017"|"018"|"But the mountain shall be thine; for it is a wood, and thou shalt cut it down: and the limits of it shall be thine: for thou shalt drive out the Canaanites, though they have iron chariots, and though they are strong."
"Joshua"|"018"|"001"|"And the whole congregation of the children of Israel assembled at Shiloh, and set up the tabernacle of the congregation there: and the land was subdued before them."
"Joshua"|"018"|"002"|"And there remained among the children of Israel seven tribes, which had not yet received their inheritance."
"Joshua"|"018"|"003"|"And Joshua said to the children of Israel, How long are ye slack to go to possess the land which the LORD God of your fathers hath given you?"
"Joshua"|"018"|"004"|"Select from among you three men for each tribe: and I will send them, and they shall rise, and go through the land, and describe it according to the inheritance of them, and they shall come again to me."
"Joshua"|"018"|"005"|"And they shall divide it into seven parts: Judah shall abide in their border on the south, and the house of Joseph shall abide in their borders on the north."
"Joshua"|"018"|"006"|"Ye shall therefore describe the land in seven parts, and bring the description hither to me, that I may cast lots for you here before the LORD our God."
"Joshua"|"018"|"007"|"But the Levites have no part among you; for the priesthood of the LORD is their inheritance. And Gad, and Reuben, and half the tribe of Manasseh, have received their inheritance beyond Jordan on the east, which Moses the servant of the LORD gave them."
"Joshua"|"018"|"008"|"And the men arose, and departed: and Joshua charged them that went to describe the land, saying, Go, and walk through the land, and describe it, and come again to me, that I may here cast lots for you before the LORD in Shiloh."
"Joshua"|"018"|"009"|"And the men went and passed through the land, and described it by cities in seven parts in a book, and came again, to Joshua to the host at Shiloh."
"Joshua"|"018"|"010"|"And Joshua cast lots for them in Shiloh before the LORD: and there Joshua divided the land to the children of Israel according to their divisions."
"Joshua"|"018"|"011"|"And the lot of the tribe of the children of Benjamin came up according to their families: and the border of their lot came forth between the children of Judah and the children of Joseph."
"Joshua"|"018"|"012"|"And their border on the north side was from Jordan; and the border went up to the side of Jericho on the north side, and went up through the mountains westward; and the limits of it were at the wilderness of Beth-aven."
"Joshua"|"018"|"013"|"And the border went over from thence towards Luz, to the side of Luz (which is Beth-el) southward; and the border descended to Ataroth-adar, near the hill that lieth on the south side of the nether Beth-horon."
"Joshua"|"018"|"014"|"And the border was drawn thence, and compassed the corner of the sea southward, from the hill that lieth before Beth-horon southward; and the limits of it were at Kirjath-baal (which is Kirjath-jearim) a city of the children of Judah. This was the west quarter."
"Joshua"|"018"|"015"|"And the south quarter was from the end of Kirjah-jearim, and the border went out on the west, and went out to the well of waters of Nephtoah:"
"Joshua"|"018"|"016"|"And the border came down to the end of the mountain that lieth before the valley of the son of Hinnom, and which is in the valley of the giants on the north, and descended to the valley of Hinnom, to the side of Jebusi on the south, and descended to En-rogel,"
"Joshua"|"018"|"017"|"And was drawn from the north, and went forth to En-shemesh, and went forth towards Geliloth, which is over against the going up of Adummim, and descended to the stone of Bohan the son of Reuben,"
"Joshua"|"018"|"018"|"And passed along towards the side over against Arabah northward, and went down to Arabah:"
"Joshua"|"018"|"019"|"And the border passed along to the side of Beth-hoglah northward: and the limits of the border were at the north bay of the salt sea at the south end of Jordan. This was the south border."
"Joshua"|"018"|"020"|"And Jordan was the border of it on the east side. This was the inheritance of the children of Benjamin, by the limits of it round about, according to their families."
"Joshua"|"018"|"021"|"Now the cities of the tribe of the children of Benjamin, according to their families, were Jericho, and Beth-hoglah, and the valley of Keziz,"
"Joshua"|"018"|"022"|"And Beth-arabah, and Zemaraim, and Beth-el,"
"Joshua"|"018"|"023"|"And Avim, and Parah, and Ophrah,"
"Joshua"|"018"|"024"|"And Chephar-haamonai, and Ophni, and Gaba; twelve cities with their villages:"
"Joshua"|"018"|"025"|"Gibeon, and Ramah, and Beeroth,"
"Joshua"|"018"|"026"|"And Mizpeh, and Chephirah, and Mozah,"
"Joshua"|"018"|"027"|"And Rekem, and Irpeel, and Taralah,"
"Joshua"|"018"|"028"|"And Zelah, Eleph, and Jebusi, (which is Jerusalem) Gibeath, and Kirjath; fourteen cities with their villages. This is the inheritance of the children of Benjamin according to their families."
"Joshua"|"019"|"001"|"And the second lot came forth to Simeon, even for the tribe of the children of Simeon according to their families: and their inheritance was within the inheritance of the children of Judah."
"Joshua"|"019"|"002"|"And they had in their inheritance, Beer-sheba, and Sheba, and Moladah."
"Joshua"|"019"|"003"|"And Hazar-shual, and Balah, and Azem,"
"Joshua"|"019"|"004"|"And Eltolad, and Bethul, and Hormah,"
"Joshua"|"019"|"005"|"And Ziklag, and Beth-marcaboth, and Hazar-susah,"
"Joshua"|"019"|"006"|"And Beth-lebaoth, and Sheruhen; thirteen cities and their villages:"
"Joshua"|"019"|"007"|"Ain, Remmon, and Ether, and Ashan; four cities and their villages:"
"Joshua"|"019"|"008"|"And all the villages that were around these cities to Baalath-beer, Ramath of the south. This is the inheritance of the tribe of the children of Simeon according to their families."
"Joshua"|"019"|"009"|"Out of the portion of the children of Judah was the inheritance of the children of Simeon: for the part of the children of Judah was too much for them: therefore the children of Simeon had their inheritance within the inheritance of them."
"Joshua"|"019"|"010"|"And the third lot came up for the children of Zebulun according to their families: and the border of their inheritance was to Sarid:"
"Joshua"|"019"|"011"|"And their border went up towards the sea, and Maralah, and reached to Dabbasheth, and reached to the river that is before Jokneam,"
"Joshua"|"019"|"012"|"And turned from Sarid eastward, towards the sun-rising, to the border of Chisloth-tabor, and then goeth out to Daberath, and goeth up to Japhia,"
"Joshua"|"019"|"013"|"And from thence passeth along on the east to Gittah-hepher, to Ittah-kazin, and goeth out to Remmon-methoar to Neah;"
"Joshua"|"019"|"014"|"And the border compasseth it on the north side to Hannathon: and the limits of it are in the valley of Jiphthah-el:"
"Joshua"|"019"|"015"|"And Kattath, and Nahallal, and Shimron, and Idalah, and Beth-lehem; twelve cities with their villages."
"Joshua"|"019"|"016"|"This is the inheritance of the children of Zebulun according to their families, these cities with their villages."
"Joshua"|"019"|"017"|"And the fourth lot came out to Issachar, for the children of Issachar according to their families."
"Joshua"|"019"|"018"|"And their border was towards Jezreel, and Chesulloth, and Shunem,"
"Joshua"|"019"|"019"|"And Hapharaim, and Shihon, and Anaharath,"
"Joshua"|"019"|"020"|"And Rabbith, and Kishion, and Abez,"
"Joshua"|"019"|"021"|"And Remeth, and En-gannim, and En-haddah, and Beth-pazzez;"
"Joshua"|"019"|"022"|"And the border reacheth to Tabor, and Shahazimah, and Beth-shemesh, and the limits of their border were at Jordan: sixteen cities with their villages."
"Joshua"|"019"|"023"|"This is the inheritance of the tribe of the children of Issachar according to their families, the cities and their villages."
"Joshua"|"019"|"024"|"And the fifth lot came out for the tribe of the children of Asher according to their families."
"Joshua"|"019"|"025"|"And their border was Helkath, and Hali, and Beten, and Achshaph,"
"Joshua"|"019"|"026"|"And Alammelech, and Amad, and Misheal; and reacheth to Carmel westward, and to Shihor-libnath;"
"Joshua"|"019"|"027"|"And turneth towards the sun-rising to Beth-dagon, and reacheth to Zebulun, and to the valley of Jiphthah-el towards the north side of Beth-emek, and Neiel, and goeth out to Cabul on the left hand,"
"Joshua"|"019"|"028"|"And Hebron, and Rehob, and Hammon, and Kanah, even to great Zidon;"
"Joshua"|"019"|"029"|"And then the border turneth to Ramah, and to the strong city Tyre; and the border turneth to Hosah: and the limits of it are at the sea from the coast to Achzib:"
"Joshua"|"019"|"030"|"Ummah also, and Aphek, and Rehob: twenty and two cities with their villages."
"Joshua"|"019"|"031"|"This is the inheritance of the tribe of the children of Asher according to their families, these cities with their villages."
"Joshua"|"019"|"032"|"The sixth lot came out to the children of Naphtali, even for the children of Naphtali according to their families."
"Joshua"|"019"|"033"|"And their border was from Heleph, from Allon to Zaanannim, and Adami, Nekeb, and Jabneel, to Lakum; and the limits thereof were at Jordan:"
"Joshua"|"019"|"034"|"And then the border turneth westward to Aznoth-tabor, and goeth out from thence to Hukkok, and reacheth to Zebulun on the south side, and reacheth to Asher on the west side, and to Judah upon Jordan towards the sun-rising."
"Joshua"|"019"|"035"|"And the fortified cities are Ziddim, Zer, and Hammath, Rakkath, and Chinnereth,"
"Joshua"|"019"|"036"|"And Adamah, and Ramah, and Hazor,"
"Joshua"|"019"|"037"|"And Kedesh, and Edrei, and En-hazor,"
"Joshua"|"019"|"038"|"And Iron, and Migdal-el, Horem, and Beth-anath, and Beth-shemesh; nineteen cities with their villages."
"Joshua"|"019"|"039"|"This is the inheritance of the tribe of the children of Naphtali according to their families, the cities and their villages."
"Joshua"|"019"|"040"|"And the seventh lot came out for the tribe of the children of Dan according to their families."
"Joshua"|"019"|"041"|"And the border of their inheritance was Zorah, and Eshtaol, and Ir-shemesh,"
"Joshua"|"019"|"042"|"And Shaalabbim, and Ajalon, and Jethlah,"
"Joshua"|"019"|"043"|"And Elon, and Thimnathah, and Ekron,"
"Joshua"|"019"|"044"|"And Eltekeh, and Gibbethon, and Baalath,"
"Joshua"|"019"|"045"|"And Jehud, and Bene-berak, and Gath-rimmon,"
"Joshua"|"019"|"046"|"And Me-jarkon, and Rakkon, with the border before Japho."
"Joshua"|"019"|"047"|"And the border of the children of Dan, went out too little for them: therefore the children of Dan went up to fight against Leshem, and took it, and smote it with the edge of the sword, and possessed it, and dwelt in it, and called Leshem, Dan, after the name of Dan their father."
"Joshua"|"019"|"048"|"This is the inheritance of the tribe of the children of Dan according to their families, these cities with their villages."
"Joshua"|"019"|"049"|"When they had made an end of dividing the land for inheritance by their borders, the children of Israel gave an inheritance to Joshua the son of Nun among them:"
"Joshua"|"019"|"050"|"According to the word of the LORD they gave him the city which he asked, even Timnath-serah in mount Ephraim: and he built the city, and dwelt in it."
